Gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,brain_region,Subclass,Class,Comparison,CCA,RCCA,RTSS,Count,avg_FC
Nrxn3,5.97E-50,-0.414808688,0.997,1,2.10E-45,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,0.660466624
Nsg1,2.86E-104,0.778574964,1,1,1.01E-99,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,2.178365803
Ntng1,1.38E-88,-0.332616781,0.36,0.989,4.86E-84,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,1,,1,1,0.717044927
Pcdh10,2.81E-24,-0.258224646,0.994,0.984,9.90E-20,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,1,,,1,0.772421691
Pcdh17,3.75E-87,-0.647676062,0.837,1,1.32E-82,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,1,,1,1,0.52326039
Pde4a,4.59E-84,-0.422220271,0.889,1,1.62E-79,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,0.655589616
Pik3r1,3.58E-27,0.326151352,1,1,1.26E-22,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,1,,1,1.38562507
Pip5k1c,4.44E-43,0.324207817,1,0.992,1.56E-38,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,1,,,1,1.382934675
Plk2,6.61E-50,0.475538371,1,1,2.33E-45,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,1.608880139
Pnkd,6.18E-45,-0.324516879,0.997,1,2.18E-40,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,0.722876506
Pnn,2.39E-48,0.312982186,1,0.995,8.43E-44,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,1,,,1,1.36749717
Ppia,6.58E-99,-0.598735376,1,1,2.32E-94,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,1,,,1,0.549506115
Ppp3ca,1.13E-112,0.845367068,1,1,3.98E-108,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,2.328832498
Ppp3r1,8.96E-110,0.822280657,1,1,3.16E-105,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,2.275683978
Prdx2,2.39E-104,-0.591473726,1,1,8.41E-100,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,1,,1,0.55351096
Prepl,4.62E-82,-0.536744241,1,1,1.63E-77,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,0.584648632
Prkar1b,1.01E-26,0.310359727,1,1,3.55E-22,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,1.363915663
Prkar2b,9.82E-30,0.254000374,0.988,0.965,3.46E-25,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,1.289172286
Prkca,3.10E-63,0.435827487,1,0.957,1.09E-58,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,1,1,1,1.546242025
Prkce,3.50E-86,-0.543074343,1,1,1.23E-81,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,0.580959435
Prkcg,6.90E-63,-0.506261474,1,1,2.43E-58,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,0.602744749
Prkcz,2.08E-40,0.271537129,0.997,0.995,7.34E-36,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,1,1,1,1.311979583
Prnp,1.49E-38,0.288031906,1,1,5.24E-34,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,1,1,1,1.33379986
Prrt2,5.36E-71,0.480805379,1,1,1.89E-66,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,1.617376479
Ptgs2,1.95E-51,0.32876262,0.711,0.168,6.88E-47,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,1.389248037
Ptk2,2.46E-38,0.324343844,0.994,1,8.65E-34,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,1,1,1,1.383122804
Ptk2b,5.49E-88,0.753817221,1,1,1.93E-83,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,2.125096517
Ptn,2.41E-30,0.397097007,1,1,8.50E-26,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,1.487500221
Ptpn5,2.09E-50,0.400228007,0.991,0.976,7.35E-46,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,1.492164883
Pvrl3,8.91E-116,0.772159351,0.991,0.234,3.14E-111,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,1,,,1,2.164434986
Rab3a,1.42E-67,-0.303584786,1,1,5.02E-63,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,0.7381673
Rac1,3.26E-59,0.31391657,1,1,1.15E-54,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,1.368775535
Rap1b,2.04E-46,0.338701191,1,0.989,7.19E-42,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,1.403124016
Rap1gap,3.78E-63,-0.318881572,0.991,1,1.33E-58,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,1,,1,0.726961637
Rasgrf1,1.03E-43,-0.333683854,1,1,3.64E-39,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,0.716280196
Rasgrf2,3.96E-116,0.841321507,0.991,0.261,1.39E-111,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,2.319430095
Rasgrp1,1.78E-73,-0.559048345,0.997,1,6.25E-69,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,1,,1,0.571752917
Rgs14,2.74E-62,0.452723645,0.972,0.826,9.64E-58,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,1.572589533
Rims3,2.12E-80,0.346498222,0.871,0.231,7.45E-76,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,1.41410698
S100b,4.98E-123,-1.589978424,0.117,1,1.75E-118,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,0.203930012
Selk,2.10E-66,-0.322816383,1,1,7.40E-62,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,1,,1,0.7241068
Serpinb8,3.83E-65,0.357682625,0.954,0.576,1.35E-60,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,1,,,1,1.430011698
Serpine2,3.68E-86,-1.102161885,0.834,1,1.30E-81,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,1,1,1,0.332152232
Sh3gl1,1.56E-64,0.342667126,0.972,0.777,5.49E-60,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,1.408699764
Sorcs3,1.15E-45,0.35140402,0.846,0.356,4.05E-41,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,1.421061347
Sparcl1,2.20E-16,-0.270744272,1,1,7.76E-12,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,1,,,1,0.762811544
Spint2,4.57E-53,0.318857273,0.991,0.796,1.61E-48,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,1,,1,1.375554982
Sqstm1,4.82E-100,0.714372702,1,1,1.70E-95,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,2.04290477
Stx1a,6.63E-113,1.008334134,1,1,2.33E-108,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,2.741031019
Syngr1,2.16E-87,-0.551506066,1,1,7.60E-83,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,0.57608154
Synpo,2.09E-58,0.268954475,1,0.992,7.35E-54,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,1.308595566
Syp,7.44E-36,0.325180417,1,1,2.62E-31,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,1.384280371
Syt1,4.17E-61,-0.354189774,1,1,1.47E-56,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,0.701741782
Thy1,2.60E-74,-0.533472319,1,1,9.16E-70,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,1,1,,1,0.58656469
Tmem108,1.23E-68,0.281950687,0.991,0.867,4.33E-64,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,1.325713343
Tprgl,9.44E-81,0.540183366,1,1,3.32E-76,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,1.716321548
Ttyh1,2.45E-49,0.31708715,1,1,8.64E-45,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,1,,,1,1.373122234
Tyro3,1.25E-77,0.490485682,0.994,0.989,4.41E-73,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,1,,,1,1.633109199
Unc5d,6.73E-119,0.304778556,0.935,0.022,2.37E-114,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,1,,,1,1.35632462
Wnt4,4.39E-61,0.288650564,0.92,0.416,1.55E-56,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,1,,1,1.334625281
Xbp1,1.10E-75,0.524771833,1,0.995,3.86E-71,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,1,,1,1.690073185
Ywhag,3.63E-85,-0.605966794,1,1,1.28E-80,ALM,L2/3 IT vs L5 PT,Glut,Glut ALM L2/3 IT vs L5 PT,,,1,1,0.54554674
Abhd6,2.24E-95,0.656415272,1,0.911,7.88E-91,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.927869047
Abr,2.66E-65,0.480636429,1,0.983,9.37E-61,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.617103246
Adcy1,1.17E-87,-0.715588438,0.997,1,4.12E-83,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,0.488904337
Adcyap1,3.98E-49,0.354852037,0.535,0.034,1.40E-44,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.425969648
Adk,1.89E-30,0.250003903,1,0.957,6.64E-26,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,1,,1,1.284030428
Adora1,3.51E-68,-0.550868419,0.852,0.997,1.24E-63,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,0.576448994
Akap5,1.08E-67,0.448917469,1,0.994,3.79E-63,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.566615358
Akap7,1.44E-37,-0.356025457,0.914,0.983,5.09E-33,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,0.700454789
Alcam,9.30E-87,0.736254457,1,0.877,3.28E-82,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,,,1,2.088099782
Atp1b2,8.72E-85,0.312653189,0.886,0.16,3.07E-80,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,,,1,1.367047342
Atp2a2,2.89E-25,-0.298434285,1,1,1.02E-20,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,0.741979039
Bdnf,3.12E-61,0.898722025,0.923,0.451,1.10E-56,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,2.456461808
Cacng3,1.72E-109,1.090037799,1,0.986,6.05E-105,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,2.974386499
Calb1,3.93E-122,2.780215357,1,0.149,1.38E-117,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,16.12249267
Camk2a,4.80E-48,0.326752355,1,1,1.69E-43,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.386458085
Camk2d,6.76E-67,0.591048849,0.96,0.423,2.38E-62,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.805881519
Cbfb,4.17E-75,0.348057549,0.803,0.097,1.47E-70,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,1,,1,1.416313755
Cd34,2.96E-19,0.307718403,0.975,0.869,1.04E-14,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,,,1,1.360317874
Cd47,5.41E-71,-0.424205712,1,1,1.91E-66,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,1,,1,0.654289273
Cdh10,2.36E-40,0.27479497,0.96,0.594,8.30E-36,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,,,1,1.316260774
Cdh11,3.64E-32,-0.323734155,0.982,1,1.28E-27,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,,1,1,0.72344254
Cdh12,5.23E-45,0.428319075,0.938,0.711,1.84E-40,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,,,1,1.534675679
Cdh22,4.02E-77,0.301073367,0.929,0.243,1.42E-72,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,,,1,1.351308479
Cdh8,1.18E-54,0.320305879,0.905,0.374,4.16E-50,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,,,1,1.377549063
Cdh9,7.81E-48,-0.399204151,0.514,0.92,2.75E-43,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,,,1,0.670853732
Celf4,9.91E-38,-0.331639474,1,1,3.49E-33,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,0.717746042
Cfl1,8.89E-50,-0.274259806,1,1,3.13E-45,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,0.760134562
Chrna4,1.57E-109,-0.515136576,0.271,0.997,5.55E-105,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,0.597418996
Chrna5,1.54E-82,-0.529355971,0.009,0.76,5.42E-78,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,0.58898417
Cnr1,1.87E-55,0.38042212,1,0.671,6.58E-51,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,,1,1,1.462901979
Cplx1,2.02E-20,-0.369765516,1,1,7.10E-16,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,0.690896316
Cyld,5.41E-27,0.265546779,1,0.98,1.91E-22,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,1,,1,1.304143859
Cyp46a1,2.21E-104,1.005674611,1,0.991,7.78E-100,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,2.733750869
Dab1,1.37E-53,0.42374769,1,0.931,4.83E-49,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,,,1,1.527676097
Dbn1,3.34E-55,0.428195909,1,0.971,1.17E-50,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.534486671
Dgkb,7.96E-112,1.405960816,1,0.509,2.80E-107,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,4.079444454
Dmtn,2.60E-44,0.333966493,1,1,9.14E-40,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,1,,1,1.39649635
Dtnbp1,3.52E-72,0.553408256,1,0.957,1.24E-67,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.739170466
Efr3a,1.06E-54,-0.630688869,0.994,1,3.72E-50,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,,,1,0.532225041
Egln1,8.40E-43,0.292688922,0.975,0.717,2.96E-38,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.340025873
Egr3,1.28E-30,0.328124193,0.991,0.874,4.51E-26,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,1,,1,1.388361386
Elmo2,5.46E-32,0.356305616,1,0.943,1.92E-27,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,,,1,1.428043915
Epha4,6.53E-48,0.375758824,1,0.909,2.30E-43,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.456095916
Epha7,1.26E-23,-0.317172052,0.991,0.991,4.43E-19,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,1,,1,0.728205455
Ephb6,5.34E-41,-0.469647422,0.957,0.989,1.88E-36,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,1,,1,0.625222669
Fabp5,8.10E-43,-0.28652275,0.997,1,2.85E-38,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,0.750869996
Flrt3,3.05E-27,0.263298514,0.948,0.643,1.08E-22,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,,,1,1.301215092
Fut9,1.13E-70,-0.687591948,1,1,3.97E-66,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,1,,1,0.502785346
Gcnt2,1.83E-100,0.342831445,0.948,0.211,6.43E-96,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,1,,1,1.40893126
Gipc1,1.44E-44,0.319939606,0.997,0.971,5.07E-40,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.377044597
Glul,4.32E-76,-0.361795536,0.788,0.994,1.52E-71,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,0.696424747
Gnas,5.52E-40,-0.255939121,1,1,1.94E-35,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,,,1,0.774189099
Grik3,1.99E-117,-0.447244744,0.022,0.966,7.00E-113,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,0.639387403
Grin2b,8.35E-34,0.282248152,1,1,2.94E-29,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.326107755
Grm3,2.48E-22,-0.25553338,0.822,0.957,8.73E-18,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,0.774503283
Grm5,1.51E-88,0.769130559,1,0.969,5.30E-84,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,2.157889281
Grm7,5.99E-63,0.389471979,0.994,0.814,2.11E-58,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.476201123
Grm8,1.10E-43,-0.363900538,0.643,0.923,3.88E-39,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,0.694960313
Gucy1a3,2.89E-118,0.848103413,0.994,0.146,1.02E-113,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,2.335213713
Gucy1b3,3.90E-81,0.585094538,1,0.949,1.37E-76,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.795160689
H2-DMa,4.79E-37,0.27342635,0.966,0.749,1.69E-32,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,1,,1,1.314460546
H2-T23,1.26E-40,-0.608496538,0.88,0.943,4.43E-36,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,1,,1,0.544168391
Hsph1,4.23E-20,-0.254619947,1,1,1.49E-15,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,1,,1,0.775211063
Htr2a,1.15E-64,0.253145807,0.775,0.114,4.06E-60,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.288071073
Igsf21,4.51E-61,-0.542736176,0.929,0.991,1.59E-56,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,,,1,0.58115593
Il1rapl1,5.74E-50,0.364938213,1,0.951,2.02E-45,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,,,1,1.440425006
Itpka,5.62E-88,0.694279621,1,0.989,1.98E-83,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,2.002266164
Jup,2.93E-92,-0.47957067,0.329,0.971,1.03E-87,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,,,1,0.619049111
Lrfn5,4.27E-49,0.373785036,0.994,0.906,1.50E-44,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,,,1,1.453224726
Lrrc4c,5.12E-43,0.418173846,1,1,1.80E-38,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,,1,1,1.519184756
Lrrtm1,3.68E-88,0.56241238,0.991,0.514,1.29E-83,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.754900886
Lrrtm2,1.10E-56,-0.551309723,0.889,0.991,3.88E-52,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,0.576194661
Map1a,2.57E-37,0.31047836,1,0.991,9.04E-33,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.364077478
Mapk1,1.99E-44,0.321279058,1,1,7.01E-40,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.378890318
Mctp1,2.64E-81,-0.589083197,0.612,0.983,9.30E-77,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,0.554835727
Mef2c,5.73E-101,0.758566237,1,1,2.02E-96,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,2.135212636
Ncdn,9.28E-26,0.369444461,1,1,3.27E-21,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.446930565
Neu1,1.67E-39,0.303770656,0.994,0.949,5.89E-35,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.354958269
Nlgn1,1.75E-38,0.305523374,0.994,0.957,6.16E-34,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,,1,1,1.357335211
Nrgn,1.73E-25,0.327912302,1,1,6.11E-21,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.388067236
Nrn1,2.13E-76,0.895848499,1,0.966,7.49E-72,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,2.449413233
Nrxn1,5.38E-81,0.505450219,1,1,1.89E-76,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,,1,1,1.657731695
Nsg1,1.57E-99,0.564099507,1,1,5.51E-95,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.757864125
Nsmf,8.66E-24,-0.33106784,0.978,0.986,3.05E-19,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,0.718156448
Paip2,7.02E-50,-0.329827674,1,1,2.47E-45,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,0.719047633
Pak1,6.23E-14,-0.343495272,1,1,2.19E-09,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,0.709286835
Pde4a,1.27E-37,-0.260703244,0.889,0.974,4.46E-33,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,0.770509539
Plcb4,2.07E-18,-0.256488843,0.963,0.986,7.28E-14,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,0.773763627
Plk2,2.50E-50,0.500318905,1,1,8.80E-46,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.64924714
Podxl2,4.52E-40,-0.314207721,0.991,0.994,1.59E-35,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,1,,,1,0.7303673
Ppfia2,8.05E-64,0.422153389,0.997,0.903,2.84E-59,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.525242462
Ppp3ca,7.49E-50,0.346058573,1,1,2.64E-45,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.413485405
Ppp3r1,1.74E-38,0.267929999,1,1,6.14E-34,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.307255628
Prkar1b,1.63E-40,0.447967948,1,1,5.75E-36,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,1.565128529
Prkar2b,3.26E-23,-0.264503415,0.988,0.986,1.15E-18,ALM,L2/3 IT vs L6 CT,Glut,Glut ALM L2/3 IT vs L6 CT,,,1,1,0.767587028
