Gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,brain_region,Subclass,Class,Comparison,Count,CCA,RCCA,RTSS,,,GO Cell-Cell Adhesion,GO Regulation of Cell-Cell Adhesion,GO Regulation of trans-synaptic signaling
Ephx1,3.96E-102,0.304159936,0.88,0.44,1.39E-97,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Ptk2b
Etv1,6.80E-34,-0.4400412,0.735,0.834,2.39E-29,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Ptn
Extl2,1.31E-67,0.384909301,1,0.996,4.62E-63,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Ptpn5
Extl3,3.52E-62,-0.264336944,0.942,0.995,1.24E-57,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Ptprd
Fam131a,7.98E-50,0.319483284,1,1,2.81E-45,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Ptprs
Fam19a1,1.42E-42,0.478600859,0.985,0.907,4.99E-38,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Rab3a
Fam19a5,1.37E-101,0.321911115,1,0.966,4.82E-97,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Rac1
Fam84a,2.33E-135,0.519691527,0.997,0.562,8.20E-131,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Rap1b
Fat3,2.39E-73,-0.356532115,0.831,0.991,8.42E-69,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,1,,,,,,,Rapgef4
Fdps,1.75E-92,-0.316493172,0.997,0.999,6.16E-88,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Rasgrf1
Fez1,1.09E-157,0.613788273,1,1,3.85E-153,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,1,,,,,Rasgrf2
Fezf2,9.22E-129,-0.402842528,0.052,0.826,3.25E-124,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Reln
Fgf13,6.36E-62,0.333107772,0.991,0.965,2.24E-57,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Rgs14
Fhod3,8.20E-82,-0.273204506,0.874,0.994,2.89E-77,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Rgs4
Fkbp1a,3.29E-172,0.577546291,1,1,1.16E-167,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Rims2
Flrt3,4.51E-41,0.259379733,0.948,0.795,1.59E-36,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,1,,,,,,,Rims3
Foxp1,4.45E-85,-0.459749689,0.997,1,1.57E-80,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Rin1
Frzb,4.81E-102,0.485303886,0.96,0.611,1.70E-97,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,S100b
Fstl4,5.07E-52,0.293161604,0.994,0.982,1.79E-47,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Serpine2
Fth1,3.17E-79,0.274749096,1,1,1.12E-74,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Sh3gl1
Fxyd6,7.58E-120,-1.00465969,0.855,0.973,2.67E-115,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Shank1
Fxyd7,1.25E-79,-0.375600983,0.991,1,4.42E-75,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Sipa1l1
Gabra5,4.56E-61,-0.393201647,0.945,0.992,1.61E-56,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Slc1a1
Gabrd,1.07E-123,0.555573306,0.997,0.972,3.78E-119,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Slc24a2
Gabrg2,1.19E-102,-0.4072436,1,1,4.21E-98,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Slc4a10
Gap43,5.25E-39,-0.338614885,1,1,1.85E-34,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Snap25
Garnl3,5.66E-114,-0.482513818,0.609,0.978,1.99E-109,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Snap47
Gfra2,7.44E-136,-0.586089534,0.791,0.994,2.62E-131,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Snca
Gm11223,1.16E-120,-0.313140838,1,1,4.09E-116,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Sorcs3
Gm12371,1.35E-93,0.306024498,0.935,0.449,4.77E-89,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Spr
Gm1976,2.41E-50,0.253706565,1,0.995,8.49E-46,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Sqstm1
Gm34996,3.25E-182,0.376236219,0.963,0.332,1.15E-177,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Stx1a
Gnal,2.81E-84,0.426444195,0.991,0.915,9.89E-80,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Stx4a
Gnas,3.02E-115,-0.361971892,1,1,1.06E-110,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,1,,,,,,,Stxbp1
Gng10,9.22E-60,0.252760712,1,0.995,3.25E-55,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Stxbp5
Gng4,2.30E-131,-0.495217018,0.532,0.984,8.10E-127,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Stxbp5l
Gpi1,2.27E-58,-0.294719034,1,1,8.01E-54,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Sybu
Gpr123,3.93E-101,-0.487232359,0.88,0.987,1.38E-96,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Syn1
Gpr158,5.41E-35,-0.267353469,0.96,0.993,1.90E-30,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Syne1
Gria3,8.86E-114,0.531057819,1,0.996,3.12E-109,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Syngr1
Gria4,8.30E-41,-0.31043494,0.997,1,2.92E-36,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,1,,,,,Synpo
Grin2b,4.42E-65,0.291915786,1,1,1.56E-60,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,1,,,,,Syp
Grm2,2.70E-64,-0.306246414,0.843,0.995,9.52E-60,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,1,,,,,Syt1
Grm3,1.77E-125,-0.536815455,0.822,0.998,6.22E-121,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,1,,,,,Syt12
Grm5,3.83E-43,0.284376798,1,1,1.35E-38,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,1,,,,,Syt4
Gsg1l,5.41E-142,0.530384128,0.991,0.541,1.91E-137,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Syt7
Gsta4,3.42E-142,0.828374616,0.991,0.75,1.20E-137,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Tmem108
Gstm5,5.02E-46,0.254597356,1,1,1.77E-41,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Tmem25
Gtdc1,2.53E-51,-0.442785416,0.92,0.966,8.89E-47,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Tnr
Gucy1a3,3.46E-126,0.565722419,0.994,0.848,1.22E-121,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,1,,,,,Tprgl
Gucy1b3,1.36E-52,0.250963519,1,1,4.79E-48,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,1,,,,,Usp46
H2-D1,1.29E-43,-0.252774591,0.655,0.904,4.53E-39,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Vamp2
Hcfc1r1,6.13E-97,-0.320492006,1,1,2.16E-92,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Vgf
Hgf,1.08E-97,-0.346225412,0.058,0.735,3.82E-93,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Ywhag
Hmgcr,5.02E-88,-0.477527999,0.951,0.989,1.77E-83,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,Zdhhc2
Hmgcs1,1.44E-83,-0.528114244,0.988,0.999,5.06E-79,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Hnmt,1.03E-69,-0.318094541,0.969,0.992,3.61E-65,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Hpcal4,1.53E-64,0.383119359,1,1,5.40E-60,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Hprt,4.99E-84,-0.293447089,1,1,1.76E-79,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Hrh3,3.45E-169,-0.528662125,0.32,0.995,1.21E-164,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Hs3st2,7.76E-143,-0.696953173,0.56,0.989,2.73E-138,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Hsd17b12,7.87E-53,-0.251581946,0.978,0.995,2.77E-48,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Htr1f,5.42E-128,-0.254000351,0.265,0.935,1.91E-123,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Id2,7.77E-40,0.420653751,1,0.998,2.73E-35,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Igfbp4,3.92E-157,1.038826469,0.997,0.665,1.38E-152,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Igfbp6,2.40E-118,0.605161008,1,0.961,8.46E-114,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Igfbp7,5.51E-73,0.281013248,0.818,0.445,1.94E-68,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Impa1,1.05E-72,0.301134973,0.997,0.996,3.70E-68,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Impact,9.36E-106,-0.501572742,1,1,3.30E-101,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Itm2c,9.44E-127,0.635398421,1,1,3.32E-122,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Itpka,2.81E-74,0.334675103,1,1,9.88E-70,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,1,,,,,
Itpr1,3.77E-44,0.25720673,1,1,1.33E-39,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Kcna1,3.45E-62,0.320184316,0.994,0.924,1.21E-57,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Kcna2,1.48E-60,-0.355659922,0.985,0.999,5.22E-56,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Kcnab1,3.65E-180,-0.889599813,0.212,0.992,1.28E-175,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Kcnip2,4.98E-41,0.263905439,0.991,0.873,1.76E-36,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Kcnip3,1.13E-71,-0.477206587,0.963,0.995,3.99E-67,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Kcnk1,3.31E-64,0.320580735,0.997,0.993,1.17E-59,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Kcnk2,5.83E-146,-0.508043372,0.391,0.954,2.05E-141,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Kcnt1,1.68E-59,0.2562432,0.942,0.71,5.91E-55,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Kctd1,1.48E-137,0.471076612,1,0.797,5.20E-133,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Kctd4,6.39E-58,0.365303109,0.988,0.825,2.25E-53,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Kitl,1.52E-83,0.30843742,0.969,0.609,5.36E-79,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Klf6,2.17E-69,-0.303853698,0.932,0.989,7.64E-65,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Klhdc8a,1.29E-125,-0.434245675,0.037,0.815,4.54E-121,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Klhl23,1.44E-37,0.270063481,0.982,0.959,5.07E-33,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Krt12,1.94E-113,-0.527500308,0.837,0.999,6.82E-109,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Lamp5,1.02E-113,0.933956229,1,0.952,3.58E-109,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Lcorl,6.72E-42,-0.256396741,0.652,0.88,2.37E-37,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Ldb2,2.93E-36,0.261072291,0.997,0.973,1.03E-31,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Ldha,6.95E-57,-0.315559914,1,1,2.45E-52,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Ldhb,1.24E-81,0.306825844,1,1,4.36E-77,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Lgi3,5.37E-55,0.276214289,0.994,0.925,1.89E-50,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Lhfp,5.84E-105,-0.438081015,0.797,0.99,2.06E-100,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Lifr,3.23E-76,0.264493278,0.923,0.638,1.14E-71,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Limd2,3.28E-50,0.310685367,0.997,0.995,1.15E-45,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
LOC101056001,1.04E-82,-0.391621664,0.902,0.998,3.66E-78,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
LOC102633357,4.81E-129,-0.250605109,0.215,0.917,1.69E-124,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Lpl,5.10E-298,0.374819235,0.637,0.017,1.80E-293,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Lrrn3,1.13E-32,-0.310679341,0.809,0.957,3.97E-28,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Lrrtm3,1.16E-52,0.291021688,1,0.971,4.08E-48,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Lsamp,1.39E-86,-0.323783348,0.963,0.996,4.89E-82,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Luzp2,1.94E-82,0.42190691,0.926,0.504,6.82E-78,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Ly6e,1.60E-110,-0.52951063,1,1,5.64E-106,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Mal2,3.98E-91,0.417700564,1,1,1.40E-86,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Man1a2,2.82E-46,0.270216586,1,0.998,9.94E-42,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Maob,2.50E-52,-0.367499346,0.157,0.6,8.82E-48,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Map1a,1.14E-49,0.261525234,1,0.999,4.01E-45,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,1,,,,,
Map1b,7.18E-75,-0.330410931,1,1,2.53E-70,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Map1lc3a,1.54E-85,-0.281806322,1,1,5.41E-81,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Map6d1,3.21E-54,0.257950653,0.969,0.816,1.13E-49,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Mapk1,2.09E-145,0.53298424,1,1,7.36E-141,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,1,,,,,
Mapk3,2.07E-60,0.299361525,0.929,0.677,7.30E-56,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Mapk4,1.18E-145,0.60515894,1,0.989,4.17E-141,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Mapk8,3.92E-59,-0.262596522,0.942,0.993,1.38E-54,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Marcksl1,4.85E-34,-0.543987039,0.431,0.719,1.71E-29,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Mas1,7.96E-86,0.346568782,0.877,0.385,2.80E-81,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Matn2,2.90E-106,0.436204087,0.862,0.369,1.02E-101,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Mbnl2,3.92E-73,0.335473637,1,1,1.38E-68,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Me3,1.72E-56,0.291582716,0.997,0.893,6.06E-52,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Medag,1.54E-21,-0.258507873,0.748,0.928,5.42E-17,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Meis2,1.69E-140,0.663940892,1,0.842,5.96E-136,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Metrnl,4.27E-62,0.277747057,0.908,0.568,1.50E-57,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Mgst3,2.60E-53,-0.283441946,1,1,9.15E-49,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Mpc2,1.42E-86,0.318797672,1,1,4.99E-82,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Msmo1,4.32E-89,-0.518056281,0.975,0.988,1.52E-84,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Myh7,3.32E-176,0.523116052,0.92,0.312,1.17E-171,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Myl4,3.54E-124,-1.166115185,0.471,0.925,1.25E-119,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Myo5a,3.56E-56,-0.311169968,1,1,1.25E-51,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Nap1l5,8.27E-61,-0.295942664,1,1,2.91E-56,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Napb,1.18E-71,-0.419656154,1,1,4.16E-67,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Ncam2,4.21E-128,-0.562454766,0.689,0.989,1.48E-123,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Ncdn,1.39E-71,0.510476162,1,1,4.89E-67,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,1,,,,,
Ndfip1,9.86E-154,-0.613952551,1,1,3.47E-149,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,1,,,,,,
Ndn,1.05E-33,-0.523389007,0.778,0.819,3.71E-29,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Necab1,4.39E-29,-0.545545975,0.969,0.889,1.54E-24,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Necab2,6.45E-125,0.632290251,0.818,0.305,2.27E-120,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Necab3,2.35E-114,0.652605662,0.997,0.895,8.27E-110,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Nell1,1.09E-57,-0.29317568,0.628,0.96,3.85E-53,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Nell2,1.54E-69,0.41068801,1,1,5.43E-65,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Neto2,1.85E-137,0.54530825,0.988,0.517,6.52E-133,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Neurod6,4.68E-166,-0.910978167,0.997,1,1.65E-161,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Nov,3.47E-96,0.65171669,0.975,0.716,1.22E-91,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Nrep,1.07E-29,-0.253239829,0.809,0.958,3.77E-25,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Nrn1,1.81E-64,-0.355203017,1,1,6.39E-60,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,1,,,,,
Nrsn1,2.85E-169,-1.069773918,0.997,1,1.00E-164,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Nsf,3.23E-91,-0.363848153,1,1,1.14E-86,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Nsg1,2.14E-81,0.25403558,1,1,7.53E-77,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,1,,,,,
Ntrk3,2.09E-76,0.337508802,1,0.952,7.35E-72,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Nudt4,5.59E-51,-0.364451716,0.997,1,1.97E-46,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Ociad2,7.61E-131,0.5258062,1,1,2.68E-126,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Olfm1,4.21E-70,0.273437356,1,1,1.48E-65,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Opn3,2.04E-126,-0.426385801,0.148,0.853,7.17E-122,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Otub2,3.61E-33,0.254146107,0.975,0.932,1.27E-28,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Ovol2,4.77E-96,-0.404303275,0.692,0.991,1.68E-91,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
Oxr1,1.68E-147,-0.654801556,1,1,5.91E-143,ALM,L2/3 IT vs L5 IT,Glut,Glut ALM L2/3 IT vs L5 IT,1,,,,,,,,
